target,message,message_len,message_clean,target_encoded
ham,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,15,nothin come mind ìï help buy hanger lor ur laptop heavi,0
ham,"&lt;#&gt; , that's all? Guess that's easy enough",8,ltgt guess easi enough,0
ham,We can make a baby in yo tho,8,make babi yo tho,0
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,14,tell friend come round til like ltgt ish,0
ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,29,friendship poem dear dear r near hear dont get fear live cheer tear r alway dear gud,0
ham,Still in the area of the restaurant. Ill try to come back soon,13,still area restaur ill tri come back soon,0
ham,"Aight that'll work, thanks",4,aight thatll work thank,0
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,26,win year suppli cds store ur choic worth å£ enter å£ week draw txt music tscs,1
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,30,mobi pub quizwin å£ high street prize know new duchess cornwal txt first name stop å£ sp arrow,1
ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",15,sleep bag blanket paper phone detail anyth el,0
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,29,nokia get win free auction take part send nokia,1
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",26,congratul thank good friend å£ xmas prize claim easi call per minut btnationalr,1
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",15,game thedailydraw dear helen dozen free game great prizeswith,1
ham,So what do you guys do.,6,guy,0
ham,Also that chat was awesome but don't make it regular unless you can see her in person,17,also chat awesom dont make regular unless see person,0
ham,That's significant but dont worry.,5,signif dont worri,0
ham,That's cause your old. I live to be high.,9,caus old live high,0
ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",26,waqt se pehl naseeb se zyada kisi ko kuch nahi miltazindgi wo nahi jo hum socht hai zindgi wo hai jo ham jeetey hai,0
ham,On the way to office da..,6,way offic da,0
ham,In which place do you want da.,7,place want da,0
ham,This pain couldn't have come at a worse time.,9,pain couldnt come wor time,0
ham,Ok...,1,ok,0
ham,Should I be stalking u?,5,stalk,0
ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,18,sorri dude dont know forgot even dan remind sorri hope guy fun,0
ham,Ok lor.,2,ok lor,0
ham,Apps class varaya elaya.,4,app class varaya elaya,0
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,25,xmas stori peac xmas msg love xmas miracl jesus hav bless month ahead amp wish merri xmas,0
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",27,urgent mobil number å£ bonus caller prize attempt reach call asap box,1
ham,That day you asked about anand number. Why:-),8,day ask anand number,0
ham,Am surfing online store. For offers do you want to buy any thing.,13,surf onlin store offer want buy thing,0
ham,Long beach lor. Expected... U having dinner now?,8,long beach lor expect dinner,0
ham,At home by the way,5,home way,0
ham,We are both fine. Thanks,5,fine thank,0
ham,What happen to her tell the truth,7,happen tell truth,0
ham,Do you like Italian food?,5,like italian food,0
ham,Which is weird because I know I had it at one point,12,weird know one point,0
ham,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",15,aww must near deadwel jez iscom todo workand whilltak forev,0
ham,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,13,tell friend plan valentin day lturlgt,0
ham,"Alright, see you in a bit",6,alright see bit,0
ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,20,cheer messag zogtorius iåõv stare phone age decid whether text,0
ham,I will take care of financial problem.i will help:),9,take care financ problemi help,0
ham,Tell dear what happen to you. Why you talking to me like an alian,14,tell dear happen talk like alian,0
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,24,doubl min txts orang price liner motorola sonyericsson btooth freenokia free call,1
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",25,go write msg put dictionari mode screen hand ltgt remov ur hand interest,0
ham,Okie...,1,oki,0
ham,"Hi this is yijue, can i meet u at 11 tmr?",11,hi yiju meet tmr,0
ham,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,13,posibl dnt live ltgt centuri cm frwd n thnk differ,0
ham,But i dint slept in afternoon.,6,dint slept afternoon,0
ham,That seems unnecessarily affectionate,4,seem unnecessarili affect,0
ham,Yar else i'll thk of all sorts of funny things.,10,yar el ill thk sort funni thing,0
ham,You will be in the place of that man,9,place man,0
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",25,download mani rington like restrict choo even send yr buddi txt sir å£,1
ham,Thats cool. How was your day?,6,cool day,0
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,13,plea call immedi urgent messag wait,1
ham,R we going with the  &lt;#&gt;  bus?,9,r go ltgt bus,0
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",62,hello love went day alright think sweet send jolt heart remind love hear scream across sea world hear ahmad al hallaq love possess passion kiss,0
ham,No..he joined today itself.,4,nohe join today,0
ham,Okay same with me. Well thanks for the clarification,9,okay well thank clarif,0
ham,I'll talk to the others and probably just come early tomorrow then,12,ill talk probabl come ear tomorrow,0
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",28,spook mob halloween collect logo pic messag plus free eeri tone txt card spook zed per logop,1
ham,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",24,money issu weigh thank breath easier ill make sure dont regret thank,0
ham,Hi. I'm sorry i missed your call. Can you pls call back.,12,hi sorri miss call pls call back,0
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,19,hope youv settl new school year wishin day,0
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",30,fantasi footbal back tv go sky gamestar sky activ play å£ dream team score start saturday regist nowski opt,1
ham,Ok then no need to tell me anything i am going to sleep good night,15,ok need tell anyth go sleep good night,0
ham,Ok try to do week end course in coimbatore.,9,ok tri week end cour coimbat,0
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,32,tone club sub expir resub repli monoc mono polyc poli week per week txt stop stop msg free stream,1
ham,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),24,v nice sheffield tom air opinion categori b use measur ethnic next census busi transcrib,0
ham,If you r @ home then come down within 5 min,11,r home come within min,0
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",96,boy love gal propsd bt didnt mind gv lv lttrs bt frnds threw thm boy decid aproach gal dt time truck speed toward gal wn hit girld boy ran like hell n save ask hw cn run fast boy repli boost secret energi n instant girl shout energi n thi live happili drink boost evrydi moral stori hv free msgsd gud,0
ham,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",25,day ì say ì cut ur hair paragon call hair sen ì noe much hair cut,0
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",15,hmm mani unfortun pic obvious arent hot cake kinda fun tho,0
ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,20,watch tv lor funni bluff wat izzit thk imposs us,0
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,28,xmas prize draw tri contact today draw show å£ prize guarant call land line valid,1
ham,Dunno lei he neva say...,5,dunno lei neva say,0
ham,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,20,thanx r goodmat think ur rite sari cheer love franyxxxxx,0
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,18,way home went chang batt watch go shop bit lor,0
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,22,yes place town meet excit adult singl uk txt chat,1
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",30,hi mobil ltgt ad contact list great place send free sms peopl visit fullonsmscom,0
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",99,good even sir hope nice day want bring notic late pay rent past month pay ltgt charg felt would inconsid nag someth give great cost didnt speak howev recess wont abl pay charg month henc askin well ahead month end plea help thank everyth,0
ham,"If i let you do this, i want you in the house by 8am.",14,let want hous,0
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",27,best line said love wait till day forget day realiz cannot forget gn,0
ham,I will reach before ten morning,6,reach ten morn,0
ham,Your pussy is perfect!,4,pussi perfect,0
ham,"Sorry, I'll call later",4,sorri ill call later,0
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",27,someon contact date servic enter phone becausethey fanci find call landlin,1
ham,No message..no responce..what happend?,4,messageno responcewhat happend,0
ham,Also where's the piece,4,also piec,0
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",13,wiskey brandi rum gin beer vodka scotch shampain wine kudiyarasu dhina vaazhthukk,0
ham,Boo. How's things? I'm back at home and a little bored already :-(,13,boo thing back home littl bore alreadi,0
ham,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,38,first gain ltgt kg sinc took second done blood sugar test ok blood pressur within normal limit worri,0
ham,PICK UR FONE UP NOW U DUMB?,7,pick ur fone dumb,0
ham,"Thanks da thangam, i feel very very happy dear. I also miss you da.",14,thank da thangam feel happi dear also miss da,0
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",21,okey doke home dress cos lay around ill speak later bout time stuff,0
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,21,dont run away frm walk slowli amp kill dont care enough stop,0
ham,"Babe, I'm back ... Come back to me ...",9,babe back come back,0
ham,Well you told others you'd marry them...,7,well told youd marri,0
ham,Neshanth..tel me who r u?,5,neshanthtel r,0
ham,YO YO YO BYATCH WHASSUP?,5,yo yo yo byatch whassup,0
ham,Oh... Kay... On sat right?,5,oh kay sat right,0
ham,Hi! This is Roger from CL. How are you?,9,hi roger cl,0
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),33,babe want dont babi nasti thing filthyguy fanci rude time sexi bitch go slo n hard txt xxx,1
ham,Oh oh... Wasted... Den muz chiong on sat n sun liao...,11,oh oh wast den muz chiong sat n sun liao,0
ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,13,jesus christ bitch tri give drug answer fuck phone,0
ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,20,plea give pick tuesday even ok,0
ham,I'm meeting Darren...,3,meet darren,0
ham,One of best dialogue in cute reltnship..!! \Wen i Die,10,one best dialogu cute reltnship wen die,0
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",73,solv case man found murder ltdecimalgt ltgt afternoon wife call polic question everyon siri sleep murder took place cook pick veget went post offic went play went marriag polic arrest murder immedi whos repli reason r brilliant,0
ham,Dear where you will be when i reach there,9,dear reach,0
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),22,aww first time said miss without ask miss first love,0
ham,Ok... Thanx... Gd nite 2 Ì_ too...,7,ok thanx gd nite ì,0
ham,"Come to me right now, Ahmad",6,come right ahmad,0
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,28,dont know dont know send chat let find rcvd ldn year,1
ham,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,23,lol plea actual send pic right wanna see pose comb hair dryer someth,0
ham,O was not into fps then.,6,fps,0
ham,Huh means computational science... Y they like dat one push here n there...,13,huh mean comput scienc like dat one push n,0
ham,"Could you not read me, my Love ? I answered you",11,could read love answer,0
ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,19,oh lk tt den take e one tt end cine lor dun wan yogasana oso,0
ham,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",11,madamregret disturbancemight receiv refer check dlf premaricakind informedrgdsrakheshkerala,0
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,22,sms servic inclus text credit pls gotto login unsubscrib stop extra charg help,1
ham,Oic... Then better quickly go bathe n settle down...,9,oic better quick go bath n settl,0
ham,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,19,err cud go havent got way contact,0
ham,A bloo bloo bloo I'll miss the first bowl,9,bloo bloo bloo ill miss first bowl,0
ham,Lmao but its so fun...,5,lmao fun,0
ham,Oh k k:)but he is not a big hitter.anyway good,10,oh k kbut big hitteranyway good,0
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,12,hey almost forgot happi bday babe love ya,0
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,27,valentin day special win å£ quiz take partner trip lifetim send go rcvd,1
ham,Do you think i can move  &lt;#&gt;  in a week,12,think move ltgt week,0
ham,She.s find. I sent you an offline message to know how anjola's now.,13,shes find sent offlin messag know anjola,0
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,30,guess ithi first time creat web page read wrote wait opinion want friend,1
ham,How was txting and driving,5,txting drive,0
ham,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,18,good let thank god plea complet drug lot water beauti day,0
ham,Really dun bluff me leh... U sleep early too. Nite...,10,realli dun bluff leh sleep ear nite,0
ham,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",119,indian r poor india poor countri say one swiss bank director say ltgt lac crore indian money deposit swiss bank use taxless budget ltgt yrs give ltgt crore job indian villag delhi lane road forev free power supli ltgt social project everi citizen get month ltgt ltgt yrs need world bank amp imf loan think money block rich politician full right corrupt politician itna forward karo ki pura india padhegm,0
ham,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,46,uncl boy need movi oh guid plus know torrent particular legal system slow day plus start cos dont meet onlin honey moon,0
ham,Oh ya ya. I remember da. .,7,oh ya ya rememb da,0
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,24,btw regard realli tri see anyon el guy commit random dude,0
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",18,ur chanc win å£ cash everi wk txt play tscs custcar,1
ham,I not busy juz dun wan 2 go so early.. Hee.. ,12,busi juz dun wan go ear hee,0
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,15,rightio well arent bright ear morn,0
ham,"Great. I'm in church now, will holla when i get out",11,great church holla get,0
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,18,back brum thank put us keep us happi see soon,0
ham,I donno if they are scorable,6,donno scorabl,0
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,14,ltgt great loxahatch xmas tree burn updat total see star,0
ham,"Yes but i dont care! I need you bad, princess!",10,yes dont care need bad princess,0
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",35,guy kadeem hasnt sell sinc break know one guy hes paranoid fuck doesnt like sell without cant til late tonight,0
ham,"Sorry, I'll call later",4,sorri ill call later,0
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,24,tmr ì brin lar aiya later come n lar mayb ì neva set proper ì got da help sheet wif ì,0
ham,Do u knw dis no. &lt;#&gt; ?,7,knw dis ltgt,0
ham,Then she dun believe wat?,5,dun believ wat,0
ham,K..give back my thanks.,4,kgive back thank,0
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,14,know complain num onlybettr direct go bsnl offc nd appli,0
ham,Okay. I've seen it. So i should pick it on friday?,11,okay ive seen pick friday,0
ham,How much she payed. Suganya.,5,much pay suganya,0
ham,Left dessert. U wan me 2 go suntec look 4 u?,11,left dessert wan go suntec look,0
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",18,abeg make profit start use get sponsor next event,0
ham,Onum ela pa. Normal than.,5,onum ela pa normal,0
ham,K.k..how is your sister kids?,5,kkhow sister kid,0
ham,"Cool, I'll text you when I'm on the way",9,cool ill text way,0
ham,Nope. Meanwhile she talk say make i greet you.,9,nope meanwhil talk say make greet,0
ham,i cant talk to you now.i will call when i can.dont keep calling.,13,cant talk nowi call candont keep call,0
ham,Anything lar...,2,anyth lar,0
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",20,rose need water season need chang poet need imaginationmi phone need ur sms need ur love frndship forev,0
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",22,good afternoon babe goe day job prospect yet miss love sigh,0
ham,They will pick up and drop in car.so no problem..,10,pick drop carso problem,0
ham,S.i think he is waste for rr..,7,si think wast rr,0
ham,He is world famamus....,4,world famamus,0
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,16,come friday leav pongaldo get news work place,0
ham,Lol well don't do it without me. We could have a big sale together.,14,lol well dont without could big sale togeth,0
ham,* Am on my way,5,way,0
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,14,eat old airport road oredi got lot pple,0
ham,"sry can't talk on phone, with parents",7,sri cant talk phone parent,0
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",27,final chanc claim ur å£ worth discount voucher today text yes savamob member offer mobil cs savamob å£ sub,1
ham,Ok lor wat time Ì_ finish?,6,ok lor wat time ì finish,0
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",17,princess like make love ltgt time per night hope problem,0
ham,Mm i am on the way to railway,8,mm way railway,0
ham,i dnt wnt to tlk wid u,7,dnt wnt tlk wid,0
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",39,done sorri hope next space give everyth want rememb furnitur around move lock lock leav key jenn,0
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,31,yet id like keep touch easiest way barcelona way ru hous,0
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",22,sppok ur mob halloween collect nokia logop messag plus free eeri tone txt card spook,1
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",27,urgent call landlin complementari tenerif holiday å£ cash await collect sae tcs po box sender hol offer,1
ham,K.:)do it at evening da:)urgent:),5,kdo even daurgent,0
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,19,pansi youv live jungl two year drive worri,0
ham,Mm have some kanji dont eat anything heavy ok,9,mm kanji dont eat anyth heavi ok,0
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,28,promi get soon youll text morn let know made ok,0
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,16,lol differ dont go tri find everi real life photo ever took,0
ham,I dont thnk its a wrong calling between us,9,dont thnk wrong call us,0
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,18,k ill drinkpa need srs model pls send mail id pa,0
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,15,aiyah e rain like quit big leh drizzl least run home,0
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,24,doc appoint next week tire shove stuff ugh couldnt normal bodi,0
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,16,dun b sad dun thk abt alreadi concentr ur paper k,0
ham,"Greetings me, ! Consider yourself excused.",6,greet consid excus,0
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,45,drama plsi enough famili struggl hot sun strang placeno reason ego go invit actual necess gowait serious reppurcuss,0
ham,they released another Italian one today and it has a cosign option,12,relea anoth italian one today cosign option,0
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",29,mu tri figur much money everyon gas alcohol jay tri figur weed budget,0
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,24,winner valu network custom hvae select receiv å£ reward collect call valid hour,1
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,22,hcl chennai requir fresher voic processexcel english neededsalari upto ltgt call mssuman ltgt telephon interview via indyarockscom,0
ham,Dai what this da.. Can i send my resume to this id.,12,dai da send resum id,0
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",13,know ltgt ill around,0
ham,Yup i've finished c Ì_ there...,6,yup ive finish ì,0
ham,Remember to ask alex about his pizza,7,rememb ask alex pizza,0
ham,No da..today also i forgot..,5,datoday also forgot,0
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",62,ola would get back mayb today told direct link us get car bid onlin arrang ship get cut partnership invest money ship take care restuwud b self reliant soon dnt worri,0
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,40,fwiw reason around time smoke gas afford around someon tell appar happen somebodi want light,0
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",34,hello boytoy made home constant thought love hope nice visit cant wait till come home kiss,0
ham,Congrats kano..whr s the treat maga?,6,congrat kanowhr treat maga,0
ham,Who u talking about?,4,talk,0
ham,Yup...,1,yup,0
ham,Ok...,1,ok,0
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",32,wake alreadi wat pick us later rite take reach ard smth like dat check e arriv time ya soon,0
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,13,yunni walk citylink ì faster come hungri,0
ham,Er yep sure. Props?,4,er yep sure prop,0
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",31,hiya pay money account thank got pleasant surpri check balanc dont get statement acc,0
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,32,nokia plus free digit camera get win free auction take part send nokia,1
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,10,ok ill send ltdecimalgt ok,0
ham,Bognor it is! Should be splendid at this time of year.,11,bognor splendid time year,0
ham,Yes.i'm in office da:),4,yesim offic da,0
ham,"Sorry, I'll call later",4,sorri ill call later,0
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,13,joy father john john name joy father mandan,0
ham,Ok. I only ask abt e movie. U wan ktv oso?,11,ok ask abt e movi wan ktv oso,0
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,33,misplac number send text old number wonder ive heard year best mcat got number atlanta friend,0
ham,"Sorry, I'll call later",4,sorri ill call later,0
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,20,dunno lei might b eatin wif fren ì wan eat wait ì lar,0
ham,"Sorry, I'll call later",4,sorri ill call later,0
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,18,free entri å£ week comp send word win tc,1
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",29,say slowli godi love amp need youclean heart bloodsend ten special peopl amp miracl tomorrow itplspl,0
ham,Do u noe how 2 send files between 2 computers?,10,noe send file comput,0
